,drug_labels,drug_rxcui,indications_label,indications_mondo,indications_umls
1006,ATENOLOL|Atenolol 100 mg|ATENOLOL 50 MG|ATENOLOL.|ATENOLOL/CHLORTHALIDONE|CHLORTALIDONE|CHLORTHALIDONE|CHLORTHALIDONE.|TENORETIC,151195,Hypertension|Atrial fibrillation|Arrhythmia|Cardiac disorder,MONDO:0005044|MONDO:0004981|MONDO:0007263|MONDO:0005267,C0020538|C0004238|C0003811|C0018799
1007,ALUMINUM HYDROXIDE/MAGNESIUM HYDROXIDE/SIMETHICONE|MAGNESIUM HYDROXIDE|MAGNESIUM HYDROXIDE.|MYLANTA|SIMETHICONE,466588,,,
1008,SUFENTANIL|SUFENTANIL CITRATE|SUFENTANIL CITRATE.,56795,,,
1009,ECONAZOLE|ECONAZOLE NITRATE|ECONAZOLE NITRATE.|ECOZA,3743,,,
1010,CARBON DIOXIDE|CARBON DIOXIDE.,2034,,,
1011,SIBUTRAMINE,36514,,,
1012,FOLLISTIM|FOLLITROPIN BETA|PUREGON,25357,Infertility,MONDO:0005047,C0021359
1013,POMALIDOMIDE|POMALYST,1369713,Plasma cell myeloma|Amyloidosis|Myelofibrosis|Plasma cell leukaemia,MONDO:0009693|MONDO:0019065|MONDO:0009692|MONDO:0018689,C0026764|C0002726|C0026987|C0023484
1014,ILEVRO|NEPAFENAC|NEVANAC,298665,,,
1015,INGREZZA|VALBENAZINE,1918219,Tardive dyskinesia,MONDO:0010096,C0686347
1016,SODIUM OXYBATE|SODIUM OXYBATE.|XYREM,9899,Narcolepsy|Cataplexy|Sleep disorder|Insomnia|Fibromyalgia|Hypersomnia|Chronic fatigue syndrome|Sleep apnoea syndrome,MONDO:0021107|MONDO:0008062|MONDO:0003406|MONDO:0013600|MONDO:0005546|MONDO:0005466|MONDO:0005404|MONDO:0007147,C0027404|C0007384|C0851578|C0917801|C0016053|C0917799|C0015674|C0037315
1017,COBICISTAT|TYBOST,1306284,,,
1018,ELVITEGRAVIR,1306286,,,
1019,ISORDIL|ISOSORBIDE DINITRATE|ISOSORBIDE DINITRATE.,6058,,,
1020,Botox|BOTOX COSMETIC|BOTULINUM TOXIN TYPE A|DYSPORT|ONABOTULINUMTOXINA|XEOMIN,1712,Migraine|Torticollis|Blepharospasm|Facial spasm|Neurogenic bladder|Dystonia|Cerebral palsy|Hemiplegia|Migraine without aura,MONDO:0008000|MONDO:0008583|MONDO:0011728|MONDO:0007593|MONDO:0001445|MONDO:0003441|MONDO:0006497|MONDO:0001170|MONDO:0011847,C0149931|C0040485|C0005747|C0278151|C0005697|C0013421|C0007789|C0018991|C0338480
1021,CAPSAICIN|CAPSAICIN.|QUTENZA,1992,Neuropathy peripheral,MONDO:0020126,C0031117
1022,CILASTATIN/IMIPENEM,34482,,,
1023,FLOMAX|TAMSULOSIN|TAMSULOSIN HYDROCHLORIDE|TAMSULOSIN HYDROCHLORIDE.,77492,Benign prostatic hyperplasia|Prostatic disorder|Nephrolithiasis|Prostatitis,MONDO:0010811|MONDO:0003105|MONDO:0008171|MONDO:0005280,C1704272|C0033575|C0392525|C0033581
1024,DEXTROMETHORPHAN/QUINIDINE|NUEDEXTA|QUINIDINE,1040053,,,
1025,INGENOL MEBUTATE|PICATO,1242806,Actinic keratosis|Skin cancer|Actinic cheilitis|Skin disorder,MONDO:0005173|MONDO:0002898|MONDO:0043300|MONDO:0005093,C0022602|C0007114|C0267026|C0037274
1026,KANUMA|SEBELIPASE ALFA,1726975,Lysosomal acid lipase deficiency,MONDO:0010204,C0043208
1027,Maraviroc|Selzentry,620216,HIV infection,MONDO:0005109,C0019693
1028,SODIUM TETRADECYL SULFATE|SOTRADECOL,9913,,,
1029,etelcalcetide|PARSABIV,1876119,Hyperparathyroidism secondary,MONDO:0006964,C0020503
1030,TEICOPLANIN,57021,,,
1031,MYDRIACYL|PAREMYD|TROPICAMIDE|TROPICAMIDE.,10869,,,
1032,ADALIMUMAB|HUMIRA,327361,Rheumatoid arthritis|Crohn's disease|Psoriasis|Psoriatic arthropathy|Colitis ulcerative|Ankylosing spondylitis|Hidradenitis|Juvenile idiopathic arthritis|Uveitis|Arthritis|Behcet's syndrome|Spondylitis|Polyarthritis|Spondyloarthropathy|Colitis|Sarcoidosis|Inflammatory bowel disease|Arthritis reactive|Osteoarthritis|Autoimmune disorder|Guttate psoriasis|Arthropathy|Pyoderma gangrenosum|Reiter's syndrome|Systemic lupus erythematosus|Iridocyclitis|Irritable bowel syndrome|Enteritis|Granuloma annulare|Gastrointestinal disorder|Pityriasis rubra pilaris|Spinal osteoarthritis|Sjogren's syndrome|Iritis|Eczema,MONDO:0008383|MONDO:0005011|MONDO:0005083|MONDO:0011849|MONDO:0005101|MONDO:0005306|MONDO:0002260|MONDO:0011429|MONDO:0020283|MONDO:0005578|MONDO:0007191|MONDO:0003937|MONDO:0024280|MONDO:0005095|MONDO:0005292|MONDO:0019338|MONDO:0005265|MONDO:0017376|MONDO:0008143|MONDO:0007179|MONDO:0023297|MONDO:0006816|MONDO:0018824|MONDO:0017376|MONDO:0007915|MONDO:0006651|MONDO:0005052|MONDO:0043579|MONDO:0006554|MONDO:0004335|MONDO:0008251|MONDO:0005095|MONDO:0010030|MONDO:0006814|MONDO:0004980,C0003873|C0010346|C0033860|C0003872|C0009324|C0038013|C0085160|C3495559|C0042164|C0003864|C0004943|C0038012|C0162323|C0949691|C0009319|C0036202|C0021390|C0085435|C0029408|C0004364|C0343052|C0022408|C0085652|C0035012|C0024141|C0022073|C0022104|C0014335|C0085074|C0017178|C0032027|C0949690|C1527336|C0022081|C0013595
1033,NUPLAZID|PIMAVANSERIN,1791685,Parkinson's disease|Psychotic disorder|Dementia with Lewy bodies|Parkinsonism|Dementia,MONDO:0005180|MONDO:0005485|MONDO:0007488|MONDO:0019059|MONDO:0001627,C0030567|C0033975|C0752347|C0242422|C0497327
1034,Pazopanib|VOTRIENT,714438,Renal cancer|Renal cell carcinoma|Neoplasm malignant|Thyroid cancer|Malignant urinary tract neoplasm|Ovarian cancer|Leiomyosarcoma|Malignant neoplasm of renal pelvis|Lung neoplasm malignant|Bone cancer|Angiosarcoma|Clear cell renal cell carcinoma|Renal neoplasm|Uterine cancer|Hepatic cancer|Prostate cancer|Synovial sarcoma|Liposarcoma|Breast cancer|Soft tissue neoplasm|Gastrointestinal stromal tumour|Uterine leiomyosarcoma|Sarcoma uterus,MONDO:0002367|MONDO:0005549|MONDO:0004992|MONDO:0002108|MONDO:0020032|MONDO:0008170|MONDO:0005058|MONDO:0005519|MONDO:0008903|MONDO:0002129|MONDO:0016982|MONDO:0005005|MONDO:0002367|MONDO:0016252|MONDO:0002691|MONDO:0008315|MONDO:0010434|MONDO:0005060|MONDO:0007254|MONDO:0000654|MONDO:0011719|MONDO:0016262|MONDO:0005210,C0740457|C0007134|C0006826|C0007115|C0751571|C1140680|C0023269|C0153618|C0242379|C0279530|C0018923|C0279702|C0022665|C0153567|C0345904|C0376358|C0039101|C0023827|C0006142|C0037579|C0238198|C0280631|C0338113
1035,BENTYL|DICYCLOMINE|DICYCLOMINE HYDROCHLORIDE.|DICYCLOVERINE,3361,Irritable bowel syndrome,MONDO:0005052,C0022104
1036,Propafenone|PROPAFENONE HYDROCHLORIDE|PROPAFENONE HYDROCHLORIDE.|PROPAFENONE.|RYTHMOL|Rytmonorm,8754,Atrial fibrillation|Arrhythmia,MONDO:0004981|MONDO:0007263,C0004238|C0003811
1037,METHYLDOPA|METHYLDOPA.,6876,Hypertension,MONDO:0005044,C0020538
1038,Mekinist|TRAMETINIB,1425099,Malignant melanoma|Metastatic malignant melanoma|Neoplasm malignant|Plasma cell myeloma|Non-small cell lung cancer|Lung neoplasm malignant|Colorectal cancer|Brain neoplasm malignant,MONDO:0005105|MONDO:0005191|MONDO:0004992|MONDO:0009693|MONDO:0005233|MONDO:0008903|MONDO:0005575|MONDO:0001657,C0025202|C0860594|C0006826|C0026764|C0007131|C0242379|C1527249|C0153633
1039,ANTILYMPHOCYTE IMMUNOGLOBULINS,973,,,
1040,POTASSIUM CITRATE|POTASSIUM CITRATE.|UROCIT-K,54993,Nephrolithiasis|Cystinuria,MONDO:0008171|MONDO:0009067,C0392525|C0010691
1041,KENALOG|NASACORT|Triamcinolone|TRIAMCINOLONE ACETONIDE|TRIAMCINOLONE ACETONIDE.|TRIANEX|TRIESENCE|ZILRETTA,10759,Cystoid macular oedema|Eczema|Hypersensitivity|Rash|Keloid scar|Osteoarthritis|Macular oedema|Dermatitis atopic|Rhinitis allergic,MONDO:0007935|MONDO:0004980|MONDO:0005271|MONDO:0006547|MONDO:0005348|MONDO:0008143|MONDO:0003005|MONDO:0011292|MONDO:0011786,C0024440|C0013595|C0020517|C0015230|C0022548|C0029408|C0271051|C0011615|C2607914
1042,BROMAZEPAM,1749,,,
1043,Dornase Alfa|PULMOZYME,337623,Cystic fibrosis,MONDO:0009061,C0010674
1044,AMRIX|CYCLOBENZAPRINE|Cyclobenzaprine Hydrochloride|CYCLOBENZAPRINE HYDROCHLORIDE.|CYCLOBENZAPRINE.|FLEXERIL,21949,,,
1045,Betapace|SOTALOL|SOTALOL HYDROCHLORIDE|SOTALOL HYDROCHLORIDE.|SOTALOL.,9947,Atrial fibrillation|Arrhythmia,MONDO:0004981|MONDO:0007263,C0004238|C0003811
1046,ETONOGESTREL|IMPLANON|NEXPLANON|NUVARING,14584,Endometriosis|Polycystic ovaries,MONDO:0005133|MONDO:0008487,C0014175|C0032460
1047,LENVATINIB|LENVIMA,1603296,Thyroid cancer|Hepatocellular carcinoma|Papillary thyroid cancer|Anaplastic thyroid cancer|Renal cell carcinoma|Renal cancer|Follicular thyroid cancer|Medullary thyroid cancer|Endometrial cancer|Clear cell renal cell carcinoma,MONDO:0002108|MONDO:0007256|MONDO:0008567|MONDO:0006468|MONDO:0005549|MONDO:0002367|MONDO:0005034|MONDO:0015277|MONDO:0011962|MONDO:0005005,C0007115|C2239176|C0238463|C0238461|C0007134|C0740457|C0206682|C0238462|C0476089|C0279702
1048,NEULASTA|pegfilgrastim,338036,Neutropenia|Breast cancer|B-cell lymphoma|Lung neoplasm malignant|Diffuse large B-cell lymphoma|Agranulocytosis|Non-Hodgkin's lymphoma|Neoplasm malignant|Ovarian cancer|Lymphoma|Prostate cancer|Lung carcinoma cell type unspecified stage 0|Colon cancer|Pancreatic carcinoma|Chronic lymphocytic leukaemia,MONDO:0001475|MONDO:0007254|MONDO:0004095|MONDO:0008903|MONDO:0018905|MONDO:0001609|MONDO:0011508|MONDO:0004992|MONDO:0008170|MONDO:0005062|MONDO:0008315|MONDO:0004660|MONDO:0021063|MONDO:0016314|MONDO:0004948,C0027947|C0006142|C0079731|C0242379|C0079744|C0001824|C0024305|C0006826|C1140680|C0024299|C0376358|C0685053|C0007102|C0235974|C0023434
1049,BYDUREON|BYETTA|EXENATIDE|EXENATIDE.,60548,Type 2 diabetes mellitus|Diabetes mellitus|Glucose tolerance impaired|Type 1 diabetes mellitus,MONDO:0015122|MONDO:0015122|MONDO:0001076|MONDO:0009100,C0011860|C0011849|C0271650|C0011854
1050,PALIVIZUMAB|SYNAGIS,194279,Respiratory syncytial virus infection|Heart disease congenital|Bronchopulmonary dysplasia|Lung disorder|Cardiac disorder,MONDO:0001577|MONDO:0005453|MONDO:0019091|MONDO:0005275|MONDO:0005267,C0035235|C0152021|C0006287|C0024115|C0018799
1051,MIRTAZAPINE|MIRTAZAPINE 15 MG|MIRTAZAPINE.|NORSET|REMERGIL|REMERON|ZISPIN,15996,Depression|Anxiety|Insomnia|Sleep disorder|Bipolar disorder|Progressive multifocal leukoencephalopathy|Schizophrenia|Anxiety disorder|Drug abuse,MONDO:0002050|MONDO:0011918|MONDO:0013600|MONDO:0003406|MONDO:0004985|MONDO:0016318|MONDO:0005090|MONDO:0005618|MONDO:0002491,C0011570|C0003467|C0917801|C0851578|C0005586|C0023524|C0036341|C0003469|C0013146
1052,Gazyva|Obinutuzumab|OBINUTUZUMAB.,974779,Chronic lymphocytic leukaemia|Diffuse large B-cell lymphoma|B-cell lymphoma|Non-Hodgkin's lymphoma|Mantle cell lymphoma,MONDO:0004948|MONDO:0018905|MONDO:0004095|MONDO:0011508|MONDO:0018876,C0023434|C0079744|C0079731|C0024305|C0334634
1053,Granisetron|Granisetron Hydrochloride|GRANISETRON HYDROCHLORIDE.|SANCUSO|SUSTOL,26237,,,
1054,CARDIOXANE|DEXRAZOXANE.|Zinecard,42736,,,
1055,ADENOSCAN|ADENOSINE|ADENOSINE PHOSPHATE|ADENOSINE.,296,,,
1056,EPANED|VASOTEC,3827,,,
1057,ACTEMRA|Tocilizumab|TOCILIZUMAB.,612865,Rheumatoid arthritis|Juvenile idiopathic arthritis|Temporal arteritis|Still's disease|Castleman's disease|Still's disease adult onset|Takayasu's arteritis|Arthritis|Polymyalgia rheumatica|Polyarthritis,MONDO:0008383|MONDO:0011429|MONDO:0008538|MONDO:0019434|MONDO:0015564|MONDO:0019355|MONDO:0017991|MONDO:0005578|MONDO:0019735|MONDO:0024280,C0003873|C3495559|C1956391|C0087031|C0017531|C0085253|C0039263|C0003864|C0032533|C0162323
1058,FASLODEX|FULVESTRANT|FULVESTRANT.,282357,Breast cancer|Neoplasm malignant,MONDO:0007254|MONDO:0004992,C0006142|C0006826
1059,APREMILAST|Otezla,1492727,Psoriasis|Psoriatic arthropathy|Rheumatoid arthritis|Juvenile psoriatic arthritis|Arthritis|Behcet's syndrome|Ankylosing spondylitis|Guttate psoriasis|Osteoarthritis|Multiple sclerosis,MONDO:0005083|MONDO:0011849|MONDO:0008383|MONDO:0019436|MONDO:0005578|MONDO:0007191|MONDO:0005306|MONDO:0023297|MONDO:0008143|MONDO:0005301,C0033860|C0003872|C0003873|C3714758|C0003864|C0004943|C0038013|C0343052|C0029408|C0026769
1060,INTERFERON ALFA-2B|INTRON A,5880,Malignant melanoma|Mycosis fungoides|Hepatitis C,MONDO:0005105|MONDO:0009691|MONDO:0005231,C0025202|C0026948|C0019196
1061,ACTIMMUNE|INTERFERON GAMMA-1B,5882,Chronic granulomatous disease,MONDO:0018305,C0018203
1062,AFLIBERCEPT|EYLEA|VEGF TRAP-EYE|ZALTRAP|ZIV-AFLIBERCEPT,1232150,Neovascular age-related macular degeneration|Age-related macular degeneration|Retinal vein occlusion|Diabetic retinopathy|Macular degeneration|Macular oedema|Colon cancer|Colorectal cancer|Retinal oedema|Rectal cancer,MONDO:0005417|MONDO:0005150|MONDO:0006951|MONDO:0005266|MONDO:0003004|MONDO:0003005|MONDO:0021063|MONDO:0005575|MONDO:0006879|MONDO:0006519,C0271084|C0242383|C0035328|C0011884|C0024437|C0271051|C0007102|C1527249|C0242420|C0007113
1063,Celebrex|CELECOXIB|CELECOXIB.,140587,Arthritis|Osteoarthritis|Rheumatoid arthritis|Fibromyalgia|Spondylitis|Arthropathy|Psoriatic arthropathy|Ankylosing spondylitis,MONDO:0005578|MONDO:0008143|MONDO:0008383|MONDO:0005546|MONDO:0003937|MONDO:0006816|MONDO:0011849|MONDO:0005306,C0003864|C0029408|C0003873|C0016053|C0038012|C0022408|C0003872|C0038013
1064,CODEINE|CODEINE PHOSPHATE|CODEINE SULFATE|CODEINE SULFATE.,2670,,,
1065,Chantix|VARENICLINE|VARENICLINE TARTRATE,591622,,,
1066,AMIKACIN|AMIKACIN SULFATE|AMIKACIN SULFATE.,641,,,
1067,HYPOTEARS|MACROGOL|POLYETHYLENE GLYCOL,8516,Constipation,MONDO:0002203,C0009806
1068,MAVIK|TRANDOLAPRIL|TRANDOLAPRIL.,38454,Hypertension,MONDO:0005044,C0020538
1069,EMTRICITABINE|EMTRIVA,276237,HIV infection,MONDO:0005109,C0019693
1070,BISOPROLOL|BISOPROLOL FUMARATE|BISOPROLOL FUMARATE.|Bisoprolol/Hydrochlorothiazide|ZIAC,214317,Hypertension|Atrial fibrillation|Cardiac failure|Cardiac disorder|Myocardial ischaemia|Acute coronary syndrome,MONDO:0005044|MONDO:0004981|MONDO:0005252|MONDO:0005267|MONDO:0005010|MONDO:0005542,C0020538|C0004238|C0018801|C0018799|C0151744|C0948089
1071,BUMETANIDE|BUMETANIDE.|BUMEX,1808,Cardiac failure congestive,MONDO:0005009,C0018802
1072,BENZATROPINE|BENZTROPINE|BENZTROPINE MESYLATE|BENZTROPINE MESYLATE.|BENZTROPINE.|COGENTIN,1424,,,
1073,GLEEVEC|GLIVEC|IMATINIB|IMATINIB 400 MG|IMATINIB MESYLATE|IMATINIB MESYLATE.,282388,Chronic myeloid leukaemia|Gastrointestinal stromal tumour|Acute lymphocytic leukaemia|Neoplasm malignant|Gastric cancer|Leukaemia|Myeloid leukaemia|Acute myeloid leukaemia|Hypereosinophilic syndrome|Graft versus host disease|Gastrointestinal carcinoma|Gastrointestinal neoplasm|Soft tissue neoplasm|Small intestine carcinoma,MONDO:0011996|MONDO:0011719|MONDO:0013108|MONDO:0004992|MONDO:0001056|MONDO:0005059|MONDO:0004643|MONDO:0018874|MONDO:0015691|MONDO:0013730|MONDO:0006181|MONDO:0021223|MONDO:0000654|MONDO:0018508,C0023473|C0238198|C0023449|C0006826|C0024623|C0023418|C0023470|C0023467|C1540912|C0018133|C0151544|C0017185|C0037579|C0238196
1074,VECURONIUM|VECURONIUM BROMIDE|VECURONIUM BROMIDE.,71535,,,
1075,FARYDAK|PANOBINOSTAT,1603350,Plasma cell myeloma,MONDO:0009693,C0026764
1076,LAMICTAL|LAMOTRIGINE|LAMOTRIGINE 100 MG|LAMOTRIGINE 200 MG|LAMOTRIGINE.,28439,Epilepsy|Bipolar disorder|Depression|Affective disorder|Temporal lobe epilepsy|Anxiety|Petit mal epilepsy|Juvenile myoclonic epilepsy|Schizophrenia|Nervous system disorder|Mental disorder|Idiopathic generalised epilepsy|Trigeminal neuralgia|Post-traumatic stress disorder|Migraine|Borderline personality disorder,MONDO:0005027|MONDO:0004985|MONDO:0002050|MONDO:0005371|MONDO:0005115|MONDO:0011918|MONDO:0010826|MONDO:0009696|MONDO:0005090|MONDO:0005071|MONDO:0002025|MONDO:0010918|MONDO:0008599|MONDO:0005146|MONDO:0008000|MONDO:0001156,C0014544|C0005586|C0011570|C0525045|C0014556|C0003467|C0014553|C0270853|C0036341|C0027765|C0004936|C0270850|C0040997|C0038436|C0149931|C0006012
1077,INDAPAMIDE|INDAPAMIDE.,5764,Hypertension|Essential hypertension,MONDO:0005044|MONDO:0007781,C0020538|C0085580
1078,CUBICIN|DAPTOMYCIN|DAPTOMYCIN.,22299,Staphylococcal infection|Osteomyelitis|Endocarditis|Cellulitis|Arthritis infective|Bacterial infection|Arthritis bacterial|Skin infection,MONDO:0024313|MONDO:0005246|MONDO:0000565|MONDO:0005230|MONDO:0042485|MONDO:0015575|MONDO:0004471|MONDO:0021201,C0038160|C0029443|C0014118|C0007642|C0003869|C0004623|C1692886|C0037278
1079,Advil PM|DIPHENHYDRAMINE/IBUPROFEN,644895,Sleep disorder|Insomnia,MONDO:0003406|MONDO:0013600,C0851578|C0917801
1080,PEGASYS|PEGINTERFERON ALFA-2A,120608,Hepatitis C|Hepatitis B|Chronic hepatitis B|Hepatitis|Polycythaemia vera|Essential thrombocythaemia|Hepatic cirrhosis|Myelofibrosis,MONDO:0005231|MONDO:0005344|MONDO:0005366|MONDO:0002251|MONDO:0009891|MONDO:0008554|MONDO:0005155|MONDO:0009692,C0019196|C0019163|C0524909|C0019158|C0032463|C0040028|C0023890|C0026987
1081,VORINOSTAT|ZOLINZA,194337,Acute myeloid leukaemia|Mycosis fungoides|Plasma cell myeloma|Myelodysplastic syndrome|Diffuse large B-cell lymphoma,MONDO:0018874|MONDO:0009691|MONDO:0009693|MONDO:0018881|MONDO:0018905,C0023467|C0026948|C0026764|C3463824|C0079744
1082,ACETADOTE|ACETYLCYSTEINE|ACETYLCYSTEINE.|N-ACETYLCYSTEINE,197,,,
1083,Advair|Fluticasone/salmeterol|SALMETEROL|SALMETEROL XINAFOATE,284635,Chronic obstructive pulmonary disease|Asthma|Respiratory disorder|Emphysema,MONDO:0011751|MONDO:0004979|MONDO:0005087|MONDO:0004849,C0024117|C0004096|C0035204|C0034067
1084,BUSULFAN|BUSULFAN.|BUSULFEX|BUSULPHAN|MYLERAN,1828,Acute myeloid leukaemia|B-cell lymphoma,MONDO:0018874|MONDO:0004095,C0023467|C0079731
1085,OPANA|OXYMORPHONE|OXYMORPHONE HCL|OXYMORPHONE HYDROCHLORIDE|OXYMORPHONE HYDROCHLORIDE.,7814,Drug abuse,MONDO:0002491,C0013146
1086,CUPRIMINE|D-PENICILLAMINE,7975,Hepato-lenticular degeneration,MONDO:0010200,C0019202
1087,Renagel|Renvela|SEVELAMER|SEVELAMER CARBONATE|SEVELAMER CARBONATE.|SEVELAMER HYDROCHLORIDE,214824,Hyperphosphataemia|Chronic kidney disease|Renal failure chronic,MONDO:0000328|MONDO:0005300|MONDO:0024327,C0085681|C1561643|C0022661
1088,DEXMEDETOMIDINE|DEXMEDETOMIDINE HYDROCHLORIDE|DEXMEDETOMIDINE HYDROCHLORIDE.|Dexmedetomidine Injection|DEXMEDETOMIDINE.|PRECEDEX,48937,,,
1089,DOCEFREZ|DOCETAXEL|DOCETAXEL INJECTION|DOCETAXEL.|TAXOTERE,72962,Breast cancer|Invasive ductal breast carcinoma|Prostate cancer|Non-small cell lung cancer|Lung adenocarcinoma|Lung neoplasm malignant|Neoplasm malignant|Gastric cancer|Ovarian cancer|Oesophageal carcinoma|Squamous cell carcinoma of head and neck|Squamous cell carcinoma|Nasopharyngeal cancer|Adenocarcinoma|Angiosarcoma|Osteosarcoma|Bladder cancer|Adenocarcinoma gastric,MONDO:0007254|MONDO:0004953|MONDO:0008315|MONDO:0005233|MONDO:0008903|MONDO:0008903|MONDO:0004992|MONDO:0001056|MONDO:0008170|MONDO:0007576|MONDO:0010150|MONDO:0000500|MONDO:0015459|MONDO:0004970|MONDO:0016982|MONDO:0021054|MONDO:0001187|MONDO:0005036,C0006142|C1134719|C0376358|C0007131|C0152013|C0242379|C0006826|C0024623|C1140680|C0152018|C1168401|C0007137|C0153392|C0001418|C0018923|C0029463|C0005684|C0278701
1090,ABACAVIR/DOLUTEGRAVIR/LAMIVUDINE|DOLUTEGRAVIR|TRIUMEQ,1546887,HIV infection,MONDO:0005109,C0019693
1091,SULFUR HEXAFLUORIDE,1599276,,,
1092,KEPPRA|LEVETIRACETAM|LEVETIRACETAM 1000 MG|LEVETIRACETAM 500 MG|LEVETIRACETAM INJECTION|Levetiracetam Oral Solution|LEVETIRACETAM.,114477,Epilepsy|Status epilepticus|Juvenile myoclonic epilepsy|Petit mal epilepsy|Temporal lobe epilepsy|Myoclonic epilepsy|Grand mal convulsion|Idiopathic generalised epilepsy|Post-traumatic epilepsy|Frontal lobe epilepsy,MONDO:0005027|MONDO:0002125|MONDO:0009696|MONDO:0010826|MONDO:0005115|MONDO:0016022|MONDO:0005754|MONDO:0010918|MONDO:0043264|MONDO:0002612,C0014544|C0038220|C0270853|C0014553|C0014556|C0014550|C0014549|C0270850|C0014557|C0085541
1093,STANNOUS FLUORIDE,10030,,,
1094,ANECTINE|QUELICIN|SUCCINYLCHOLINE|SUCCINYLCHOLINE CHLORIDE|SUCCINYLCHOLINE CHLORIDE.|SUXAMETHONIUM CHLORIDE,10154,,,
1095,DIFLUPREDNATE|DUREZOL,23043,,,
1096,BUTORPHANOL|BUTORPHANOL TARTRATE|BUTORPHANOL TARTRATE.,1841,Migraine,MONDO:0008000,C0149931
1097,AURYXIA|FERRIC CITRATE,1594675,Hyperphosphataemia,MONDO:0000328,C0085681
1098,ELETRIPTAN|ELETRIPTAN.|Relpax,231049,Migraine,MONDO:0008000,C0149931
1099,AUBAGIO|TERIFLUNOMIDE,1310520,Multiple sclerosis|Relapsing-remitting multiple sclerosis,MONDO:0005301|MONDO:0005314,C0026769|C0751967
1100,NEBUPENT|PENTAMIDINE|PENTAMIDINE ISETHIONATE,7994,,,
1101,CEREZYME|IMIGLUCERASE,84959,Gaucher's disease|Gaucher's disease type I|Lipidosis|Gaucher's disease type III,MONDO:0018150|MONDO:0009265|MONDO:0019245|MONDO:0009267,C0017205|C1961835|C0023794|C0268251
1102,AVEENO CLEAR COMPLEXION DAILY CLEANSING|PROACTIV SOLUTION BLACKHEAD DISSOLVING|SALICYLATE|SALICYLIC ACID|SALICYLIC ACID.,9525,,,
1103,Pentazocine|PENTAZOCINE HYDROCHLORIDE|Pentazocine lactate|TALWIN,8001,,,
1104,PROAIR|PROVENTIL|VENTOLIN,435,Asthma|Chronic obstructive pulmonary disease|Bronchitis|Respiratory disorder|Pneumonia|Emphysema,MONDO:0004979|MONDO:0011751|MONDO:0003781|MONDO:0005087|MONDO:0005249|MONDO:0004849,C0004096|C0024117|C0006277|C0035204|C0032285|C0034067
1105,DEXTRAN,42635,,,
1106,PENTOBARBITAL.,8004,,,
1107,Telotristat Ethyl|XERMELO,1872441,Carcinoid syndrome|Carcinoid tumour|Carcinoid tumour of the small bowel|Neuroendocrine tumour,MONDO:0006689|MONDO:0005369|MONDO:0000540|MONDO:0019496,C0024586|C0007095|C0349536|C0206754
1108,CYTARABINE|CYTARABINE INJECTION|CYTARABINE.,3041,Acute myeloid leukaemia|Acute lymphocytic leukaemia|Non-Hodgkin's lymphoma|Myelodysplastic syndrome|Diffuse large B-cell lymphoma|Mantle cell lymphoma|Acute leukaemia|Lymphoma|Burkitt's lymphoma,MONDO:0018874|MONDO:0013108|MONDO:0011508|MONDO:0018881|MONDO:0018905|MONDO:0018876|MONDO:0010643|MONDO:0005062|MONDO:0007243,C0023467|C0023449|C0024305|C3463824|C0079744|C0334634|C0085669|C0024299|C0006413
1109,DILANTIN|PHENYTEK|PHENYTOIN|PHENYTOIN SODIUM|PHENYTOIN SODIUM.|PHENYTOIN.,8183,Epilepsy|Status epilepticus|Grand mal convulsion,MONDO:0005027|MONDO:0002125|MONDO:0005754,C0014544|C0038220|C0014549
1110,Valaciclovir|Valacyclovir|VALACYCLOVIR HYDROCHLORIDE|VALACYCLOVIR HYDROCHLORIDE.|Valtrex,73645,Herpes zoster|Genital herpes|Herpes simplex|Ophthalmic herpes zoster,MONDO:0005609|MONDO:0005770|MONDO:0004609|MONDO:0005883,C0019360|C0019342|C0019348|C0019364
1111,blinatumomab|BLINCYTO,1597258,Acute lymphocytic leukaemia,MONDO:0013108,C0023449
1112,Mozobil|PLERIXAFOR,733003,Acute myeloid leukaemia,MONDO:0018874,C0023467
1113,PENTOXIFYLLINE|PENTOXIFYLLINE.,8013,,,
1114,IOPAMIDOL,5966,,,
1115,ELOXATIN|ELOXATINE|OXALIPLATIN|OXALIPLATIN INJECTION|OXALIPLATIN.|OXALIPLATINE,32592,Colon cancer|Colorectal cancer|Adenocarcinoma of colon|Rectal cancer|Pancreatic carcinoma|Adenocarcinoma gastric|Rectal adenocarcinoma|Gastric cancer|Oesophageal adenocarcinoma|Gastrointestinal carcinoma|Neoplasm malignant|Adenocarcinoma pancreas|Colorectal adenocarcinoma|Colon neoplasm|Adenocarcinoma|Oesophageal carcinoma|Hepatocellular carcinoma|Rectosigmoid cancer,MONDO:0021063|MONDO:0005575|MONDO:0002271|MONDO:0006519|MONDO:0016314|MONDO:0005036|MONDO:0002169|MONDO:0001056|MONDO:0013662|MONDO:0006181|MONDO:0004992|MONDO:0006047|MONDO:0005008|MONDO:0002278|MONDO:0004970|MONDO:0007576|MONDO:0007256|MONDO:0002424,C0007102|C1527249|C0338106|C0007113|C0235974|C0278701|C0149978|C0024623|C0279628|C0151544|C0006826|C0281361|C1319315|C0009375|C0001418|C0152018|C2239176|C1327709
